level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
3,규칙적,規則的な、体系的な,examples.tl,10,子供の教育,어릴 때부터 규칙적인 생활 습관을 길러 주는 것이 중요해요.,어릴 때부터 규칙적인 생활 습관을 길러 주는 것이 중요해요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,2,人生のアドバイス,규칙적으로 식사를 하면 소화에도 좋고 에너지도 안정적으로 유지돼요.,규칙적으로 식사를 하면 소화에도 좋고 에너지도 안정적으로 유지돼요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,3,睡眠習慣,규칙적인 수면 습관을 들이면 아침에 일어나기가 훨씬 쉬워져요.,규칙적인 수면 습관을 들이면 아침에 일어나기가 훨씬 쉬워져요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,4,学習,규칙적으로 공부하는 학생이 시험 전날 벼락치기를 하는 학생보다 성적이 좋아요.,규칙적으로 공부하는 학생이 시험 전날 벼락치기를 하는 학생보다 성적이 좋아요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,5,ワークライフ,규칙적인 출퇴근 시간 덕분에 생활 패턴이 안정되었어요.,규칙적인 출퇴근 시간 덕분에 생활 패턴이 안정되었어요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,6,医師のアドバイス,의사 선생님이 규칙적으로 약을 복용하라고 강조하셨어요.,의사 선생님이 규칙적으로 약을 복용하라고 강조하셨어요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,7,食生活,규칙적인 식사와 충분한 수면이 면역력을 높여 준다고 해요.,규칙적인 식사와 충분한 수면이 면역력을 높여 준다고 해요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,8,運動計画,일주일에 세 번 규칙적으로 조깅을 하기로 결심했어요.,일주일에 세 번 규칙적으로 조깅을 하기로 결심했어요.,,same_as_korean,11
3,규칙적,規則的な、体系的な,examples.tl,9,日常会話,불규칙적인 생활을 오래 하다 보니 건강이 나빠졌어요.,불규칙적인 생활을 오래 하다 보니 건강이 나빠졌어요.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,example_tl,,運動後,운동을 열심히 했더니 근육이 생겼습니다.,운동을 열심히 했더니 근육이 생겼습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,1,運動後,운동을 열심히 했더니 근육이 생겼습니다.,운동을 열심히 했더니 근육이 생겼습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,10,怪我の予防,준비운동 없이 갑자기 뛰면 근육이 다칠 수 있습니다.,준비운동 없이 갑자기 뛰면 근육이 다칠 수 있습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,2,痛みを訴える,오랫동안 앉아 있었더니 근육이 굳었습니다.,오랫동안 앉아 있었더니 근육이 굳었습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,3,ストレッチ,운동 전에 근육을 충분히 풀어야 합니다.,운동 전에 근육을 충분히 풀어야 합니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,4,ジム,그는 매일 헬스장에서 근육을 키웁니다.,그는 매일 헬스장에서 근육을 키웁니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,5,痛みの原因,갑작스러운 근육 경련으로 움직이기가 힘들었습니다.,갑작스러운 근육 경련으로 움직이기가 힘들었습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,6,栄養素の摂取,단백질은 근육 발달에 매우 중요합니다.,단백질은 근육 발달에 매우 중요합니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,7,老化,나이가 들면 근육이 점점 줄어들 수 있습니다.,나이가 들면 근육이 점점 줄어들 수 있습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,8,リハビリ運動,수술 후 근육을 회복시키기 위한 운동을 시작했습니다.,수술 후 근육을 회복시키기 위한 운동을 시작했습니다.,,same_as_korean,11
3,근육,筋肉;収縮して動きを生み出す体内の組織,examples.tl,9,解剖学のクラス,우리 몸에는 약 600개 이상의 근육이 있습니다.,우리 몸에는 약 600개 이상의 근육이 있습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,example_tl,,病院の診断,의사는 급성 위염이라고 진단했습니다.,의사는 급성 위염이라고 진단했습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,1,病院の診断,의사는 급성 위염이라고 진단했습니다.,의사는 급성 위염이라고 진단했습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,10,治療の経過,급성 폐렴으로 일주일 동안 입원해야 했습니다.,급성 폐렴으로 일주일 동안 입원해야 했습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,2,症状の発症,급성 맹장염은 빠른 치료가 필요합니다.,급성 맹장염은 빠른 치료가 필요합니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,3,応急処置,급성 알레르기 반응이 나타나 즉시 병원에 갔습니다.,급성 알레르기 반응이 나타나 즉시 병원에 갔습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,4,高齢者の健康,할아버지께서 급성 심근경색으로 입원하셨습니다.,할아버지께서 급성 심근경색으로 입원하셨습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,5,子供の健康,아이가 급성 중이염에 걸려 귀를 많이 아파했습니다.,아이가 급성 중이염에 걸려 귀를 많이 아파했습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,6,ワークライフ,스트레스로 인해 급성 두통이 자주 생겼습니다.,스트레스로 인해 급성 두통이 자주 생겼습니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,7,薬物療法,급성 통증에는 빠르게 작용하는 약이 필요합니다.,급성 통증에는 빠르게 작용하는 약이 필요합니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,8,急性と慢性の比較,급성 질환은 만성 질환과 달리 갑자기 발생합니다.,급성 질환은 만성 질환과 달리 갑자기 발생합니다.,,same_as_korean,11
3,급성,急性;突然に発症する重篤な状態,examples.tl,9,予防教育,급성 식중독을 예방하려면 음식을 잘 보관해야 합니다.,급성 식중독을 예방하려면 음식을 잘 보관해야 합니다.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,example_tl,,記念日の準備,오늘은 우리 결혼 기념일이라서 특별한 저녁을 준비했어요.,오늘은 우리 결혼 기념일이라서 특별한 저녁을 준비했어요.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,1,記念日の準備,오늘은 우리 결혼 기념일이라서 특별한 저녁을 준비했어요.,오늘은 우리 결혼 기념일이라서 특별한 저녁을 준비했어요.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,10,記念日の意味,기념일은 소중한 순간을 기억하고 축하하는 날입니다.,기념일은 소중한 순간을 기억하고 축하하는 날입니다.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,2,会社創立記念日,이 회사는 창립 기념일마다 직원들에게 선물을 줍니다.,이 회사는 창립 기념일마다 직원들에게 선물을 줍니다.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,3,国民の祝日,광복절은 대한민국의 중요한 국가 기념일입니다.,광복절은 대한민국의 중요한 국가 기념일입니다.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,4,周年記念イベントを企画中,기념일을 맞아 다양한 문화 행사가 열릴 예정입니다.,기념일을 맞아 다양한 문화 행사가 열릴 예정입니다.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,5,記念日のプレゼントを選ぶ,기념일 선물로 무엇이 좋을지 고민하고 있어요.,기념일 선물로 무엇이 좋을지 고민하고 있어요.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,6,友達と話す,친구의 생일은 특별한 기념일이니까 꼭 챙겨야 해요.,친구의 생일은 특별한 기념일이니까 꼭 챙겨야 해요.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,7,歴史の授業,삼일절은 3·1운동을 기념하는 날입니다.,삼일절은 3·1운동을 기념하는 날입니다.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,8,カレンダーに記念日を記入する,중요한 기념일은 달력에 미리 표시해 두는 것이 좋아요.,중요한 기념일은 달력에 미리 표시해 두는 것이 좋아요.,,same_as_korean,11
3,기념일,記念日;特別な出来事を記念する日,examples.tl,9,会社創立記念イベント,창립 100주년 기념일을 기념하여 특별 전시회가 열렸습니다.,창립 100주년 기념일을 기념하여 특별 전시회가 열렸습니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,example_tl,,災害募金,지진 피해 지역에 많은 사람들이 기부를 했습니다.,지진 피해 지역에 많은 사람들이 기부를 했습니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,1,災害募金,지진 피해 지역에 많은 사람들이 기부를 했습니다.,지진 피해 지역에 많은 사람들이 기부를 했습니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,10,寄付キャンペーン,연말에는 다양한 기부 캠페인이 진행됩니다.,연말에는 다양한 기부 캠페인이 진행됩니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,2,定期的な寄付,저는 매달 어린이 복지 단체에 정기 기부를 하고 있어요.,저는 매달 어린이 복지 단체에 정기 기부를 하고 있어요.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,3,寄付の文化,기부 문화가 활성화되면 사회가 더 따뜻해질 수 있습니다.,기부 문화가 활성화되면 사회가 더 따뜻해질 수 있습니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,4,物品の寄付,옷과 식품을 어려운 이웃에게 기부했습니다.,옷과 식품을 어려운 이웃에게 기부했습니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,5,寄付団体,신뢰할 수 있는 기부 단체를 선택하는 것이 중요합니다.,신뢰할 수 있는 기부 단체를 선택하는 것이 중요합니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,6,著名人の寄付,유명 연예인들이 사회에 기부하는 사례가 늘고 있어요.,유명 연예인들이 사회에 기부하는 사례가 늘고 있어요.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,7,寄付することでやりがいを感じる,기부를 통해 어려운 사람들을 돕는 기쁨을 느낄 수 있어요.,기부를 통해 어려운 사람들을 돕는 기쁨을 느낄 수 있어요.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,8,税制上の優遇措置,기부금에 대해서는 세금 혜택을 받을 수 있습니다.,기부금에 대해서는 세금 혜택을 받을 수 있습니다.,,same_as_korean,11
3,기부,寄付;慈善寄付,examples.tl,9,学校への寄付,동문들이 모교에 장학금을 기부했습니다.,동문들이 모교에 장학금을 기부했습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,example_tl,,風邪の症状,감기에 걸려서 하루 종일 기침했습니다.,감기에 걸려서 하루 종일 기침했습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,1,風邪の症状,감기에 걸려서 하루 종일 기침했습니다.,감기에 걸려서 하루 종일 기침했습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,10,子供の頃の病気,아이가 밤에 기침해서 부모님이 걱정했습니다.,아이가 밤에 기침해서 부모님이 걱정했습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,2,病院を訪れる,2주 넘게 기침해서 병원에 갔습니다.,2주 넘게 기침해서 병원에 갔습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,3,公共の場でのエチケット,공공장소에서 기침할 때는 입을 가려야 합니다.,공공장소에서 기침할 때는 입을 가려야 합니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,4,夜の睡眠,밤새 기침해서 잠을 제대로 못 잤습니다.,밤새 기침해서 잠을 제대로 못 잤습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,5,薬を飲んでいる,기침을 멈추기 위해 기침약을 먹었습니다.,기침을 멈추기 위해 기침약을 먹었습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,6,粉塵の多い環境,공사 현장 근처에서 먼지 때문에 계속 기침했습니다.,공사 현장 근처에서 먼지 때문에 계속 기침했습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,7,異物,음식이 잘못 넘어가서 심하게 기침했습니다.,음식이 잘못 넘어가서 심하게 기침했습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,8,感染症対策,기침할 때 마스크를 착용하면 전염을 막을 수 있습니다.,기침할 때 마스크를 착용하면 전염을 막을 수 있습니다.,,same_as_korean,11
3,기침하다,咳をすること。突然鋭い音を立てて肺から空気を吐き出すこと,examples.tl,9,症状の悪化,기침이 점점 심해져서 걱정이 됩니다.,기침이 점점 심해져서 걱정이 됩니다.,,same_as_korean,11
3,기후,気候,example_tl,,地域特性,한국은 사계절이 뚜렷한 온대 기후에 속한다.,한국은 사계절이 뚜렷한 온대 기후에 속한다.,,same_as_korean,11
3,기후,気候,examples.tl,1,地域特性,한국은 사계절이 뚜렷한 온대 기후에 속한다.,한국은 사계절이 뚜렷한 온대 기후에 속한다.,,same_as_korean,11
3,기후,気候,examples.tl,10,経済的影響,기후는 한 나라의 경제와 문화에 큰 영향을 미친다.,기후는 한 나라의 경제와 문화에 큰 영향을 미친다.,,same_as_korean,11
3,기후,気候,examples.tl,2,旅行の計画,그 나라의 기후가 어떤지 미리 조사하고 여행을 떠났다.,그 나라의 기후가 어떤지 미리 조사하고 여행을 떠났다.,,same_as_korean,11
3,기후,気候,examples.tl,3,農業への影響,기후가 온화한 지역에서는 다양한 작물을 재배할 수 있다.,기후가 온화한 지역에서는 다양한 작물을 재배할 수 있다.,,same_as_korean,11
3,기후,気候,examples.tl,4,健康への影響,습한 기후에 적응하는 데 시간이 필요했다.,습한 기후에 적응하는 데 시간이 필요했다.,,same_as_korean,11
3,기후,気候,examples.tl,5,理科の授業,선생님은 세계 여러 지역의 기후 유형을 설명해 주었다.,선생님은 세계 여러 지역의 기후 유형을 설명해 주었다.,,same_as_korean,11
3,기후,気候,examples.tl,6,移民の決定,그 가족은 더 좋은 기후를 찾아 남쪽으로 이사했다.,그 가족은 더 좋은 기후를 찾아 남쪽으로 이사했다.,,same_as_korean,11
3,기후,気候,examples.tl,7,作物の成長,이 지역의 기후는 포도 재배에 매우 적합하다.,이 지역의 기후는 포도 재배에 매우 적합하다.,,same_as_korean,11
3,기후,気候,examples.tl,8,気候研究,과학자들은 지구의 기후 변화를 연구하고 있다.,과학자들은 지구의 기후 변화를 연구하고 있다.,,same_as_korean,11
3,기후,気候,examples.tl,9,建築設計,건물을 설계할 때 그 지역의 기후를 반드시 고려해야 한다.,건물을 설계할 때 그 지역의 기후를 반드시 고려해야 한다.,,same_as_korean,11
3,기후변화,気候変動,example_tl,,環境ニュース,기후변화로 인해 북극의 빙하가 빠르게 녹고 있다.,기후변화로 인해 북극의 빙하가 빠르게 녹고 있다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,1,環境ニュース,기후변화로 인해 북극의 빙하가 빠르게 녹고 있다.,기후변화로 인해 북극의 빙하가 빠르게 녹고 있다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,10,将来の世代,기후변화 문제를 해결하지 않으면 미래 세대가 큰 피해를 입을 것이다.,기후변화 문제를 해결하지 않으면 미래 세대가 큰 피해를 입을 것이다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,2,国際協定,각국 정부는 기후변화에 대응하기 위한 협약을 체결했다.,각국 정부는 기후변화에 대응하기 위한 협약을 체결했다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,3,日常生活,기후변화를 막기 위해 일상에서 에너지를 절약해야 한다.,기후변화를 막기 위해 일상에서 에너지를 절약해야 한다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,4,科学研究,기후변화의 원인을 밝히기 위한 연구가 활발히 진행 중이다.,기후변화의 원인을 밝히기 위한 연구가 활발히 진행 중이다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,5,学校ディベート,우리 반은 기후변화 대책에 대해 토론했다.,우리 반은 기후변화 대책에 대해 토론했다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,6,農業被害,기후변화로 인해 작물 재배 지역이 바뀌고 있다.,기후변화로 인해 작물 재배 지역이 바뀌고 있다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,7,海面上昇,기후변화로 해수면이 상승하면 해안 도시들이 위험해진다.,기후변화로 해수면이 상승하면 해안 도시들이 위험해진다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,8,野生動物,기후변화로 멸종 위기에 처한 동물이 늘고 있다.,기후변화로 멸종 위기에 처한 동물이 늘고 있다.,,same_as_korean,11
3,기후변화,気候変動,examples.tl,9,再生可能エネルギー,기후변화를 늦추기 위해 재생 에너지 사용이 확대되고 있다.,기후변화를 늦추기 위해 재생 에너지 사용이 확대되고 있다.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,example_tl,,見知らぬ街,처음 간 도시에서 길을 잃어서 한참 헤맸어요.,처음 간 도시에서 길을 잃어서 한참 헤맸어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,1,見知らぬ街,처음 간 도시에서 길을 잃어서 한참 헤맸어요.,처음 간 도시에서 길을 잃어서 한참 헤맸어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,10,友達と話す,그 미로 같은 시장에서 길을 잃어서 두 시간이나 헤맸어요.,그 미로 같은 시장에서 길을 잃어서 두 시간이나 헤맸어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,2,旅行中の間違い,지도를 안 챙겼다가 골목에서 길을 잃고 말았어요.,지도를 안 챙겼다가 골목에서 길을 잃고 말았어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,3,助けを求める,길을 잃었을 때는 경찰에게 도움을 요청하세요.,길을 잃었을 때는 경찰에게 도움을 요청하세요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,4,スマートフォンの使用,요즘은 스마트폰이 있어서 길을 잃을 일이 거의 없어요.,요즘은 스마트폰이 있어서 길을 잃을 일이 거의 없어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,5,山ハイキング,안개가 짙어서 산에서 길을 잃을 뻔했어요.,안개가 짙어서 산에서 길을 잃을 뻔했어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,6,旅行のアドバイス,외국에서 길을 잃으면 호텔 이름과 주소를 보여주세요.,외국에서 길을 잃으면 호텔 이름과 주소를 보여주세요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,7,子供の頃の思い出,어릴 때 백화점에서 엄마와 헤어져 길을 잃은 적이 있어요.,어릴 때 백화점에서 엄마와 헤어져 길을 잃은 적이 있어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,8,旅行レビュー,길을 잃은 덕분에 숨겨진 예쁜 카페를 발견했어요.,길을 잃은 덕분에 숨겨진 예쁜 카페를 발견했어요.,,same_as_korean,11
3,길을 잃다,道に迷うこと。道に迷うこと,examples.tl,9,地図アプリ,오프라인 지도를 다운받아 두면 길을 잃어도 걱정 없어요.,오프라인 지도를 다운받아 두면 길을 잃어도 걱정 없어요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,example_tl,,お金を節約するためのアドバイス,전기를 낭비하지 않으려면 사용하지 않는 콘센트를 뽑아 두세요.,전기를 낭비하지 않으려면 사용하지 않는 콘센트를 뽑아 두세요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,1,お金を節約するためのアドバイス,전기를 낭비하지 않으려면 사용하지 않는 콘센트를 뽑아 두세요.,전기를 낭비하지 않으려면 사용하지 않는 콘센트를 뽑아 두세요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,10,日常会話,자원을 낭비하지 않는 생활이 지속 가능한 사회를 만드는 데 필요해요.,자원을 낭비하지 않는 생활이 지속 가능한 사회를 만드는 데 필요해요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,2,時間管理,시간 낭비 없이 하루를 보내려면 계획을 세우는 것이 중요해요.,시간 낭비 없이 하루를 보내려면 계획을 세우는 것이 중요해요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,3,食費を節約する,음식 낭비를 줄이기 위해 필요한 만큼만 요리하려고 노력해요.,음식 낭비를 줄이기 위해 필요한 만큼만 요리하려고 노력해요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,4,消費習慣,충동구매는 돈 낭비로 이어지기 때문에 자제하는 것이 좋아요.,충동구매는 돈 낭비로 이어지기 때문에 자제하는 것이 좋아요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,5,環境問題,물 낭비를 줄이면 환경 보호에도 도움이 됩니다.,물 낭비를 줄이면 환경 보호에도 도움이 됩니다.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,6,親のアドバイス,부모님께서 항상 낭비하지 말고 아껴 쓰라고 말씀하셨어요.,부모님께서 항상 낭비하지 말고 아껴 쓰라고 말씀하셨어요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,7,リソース管理,에너지 낭비를 줄이는 것이 환경을 지키는 첫걸음이에요.,에너지 낭비를 줄이는 것이 환경을 지키는 첫걸음이에요.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,8,残念,젊을 때 시간을 낭비했다는 생각이 들어 후회가 됩니다.,젊을 때 시간을 낭비했다는 생각이 들어 후회가 됩니다.,,same_as_korean,11
3,낭비,無駄遣い、浪費,examples.tl,9,経済教育,불필요한 낭비를 줄여야 저축을 늘릴 수 있어요.,불필요한 낭비를 줄여야 저축을 늘릴 수 있어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,example_tl,,食料貯蔵庫,남은 음식을 냉동 보관하면 오래 먹을 수 있어요.,남은 음식을 냉동 보관하면 오래 먹을 수 있어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,1,食料貯蔵庫,남은 음식을 냉동 보관하면 오래 먹을 수 있어요.,남은 음식을 냉동 보관하면 오래 먹을 수 있어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,10,食材を経済的に管理する,세일할 때 식재료를 많이 사서 냉동해 놓아요.,세일할 때 식재료를 많이 사서 냉동해 놓아요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,2,食料品の買い物,마트에서 냉동 만두를 몇 봉지 사 왔어요.,마트에서 냉동 만두를 몇 봉지 사 왔어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,3,料理の準備をする,냉동 식품은 요리 전에 냉장칸에서 해동시켜요.,냉동 식품은 요리 전에 냉장칸에서 해동시켜요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,4,食品を比較する,냉동 채소도 영양은 신선한 것과 큰 차이가 없어요.,냉동 채소도 영양은 신선한 것과 큰 차이가 없어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,5,食材の管理,고기는 한 번에 먹을 양씩 나누어 냉동해 두어요.,고기는 한 번에 먹을 양씩 나누어 냉동해 두어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,6,冷凍食品を調理する,냉동 생선은 먼저 해동하고 나서 요리해야 해요.,냉동 생선은 먼저 해동하고 나서 요리해야 해요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,7,長期保管プラン,제철 과일을 냉동해 두면 나중에도 먹을 수 있어요.,제철 과일을 냉동해 두면 나중에도 먹을 수 있어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,8,冷凍餃子を作る,냉동 만두는 에어프라이어로 바삭하게 구워도 맛있어요.,냉동 만두는 에어프라이어로 바삭하게 구워도 맛있어요.,,same_as_korean,11
3,냉동,冷凍、冷凍（保存）,examples.tl,9,食品の安全性,한번 해동한 음식을 다시 냉동하면 안 돼요.,한번 해동한 음식을 다시 냉동하면 안 돼요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,example_tl,,地下鉄を利用する場合,2호선 노선은 서울 시내를 순환하는 형태예요.,2호선 노선은 서울 시내를 순환하는 형태예요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,1,地下鉄を利用する場合,2호선 노선은 서울 시내를 순환하는 형태예요.,2호선 노선은 서울 시내를 순환하는 형태예요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,10,公共交通機関を利用する,이 노선은 배차 간격이 짧아서 기다리는 시간이 별로 없어요.,이 노선은 배차 간격이 짧아서 기다리는 시간이 별로 없어요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,2,バス情報,이 버스 노선은 공항까지 직접 연결돼요.,이 버스 노선은 공항까지 직접 연결돼요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,3,旅行の計画,제주도에서 관광 버스 노선을 이용해 섬을 돌아봤어요.,제주도에서 관광 버스 노선을 이용해 섬을 돌아봤어요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,4,地図を確認する,지하철 노선도를 보면서 가장 빠른 경로를 찾았어요.,지하철 노선도를 보면서 가장 빠른 경로를 찾았어요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,5,旅行代理店に相談する,새로운 항공 노선이 생겨서 그 도시로 더 쉽게 갈 수 있어요.,새로운 항공 노선이 생겨서 그 도시로 더 쉽게 갈 수 있어요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,6,交通情報,공사 때문에 버스 노선이 변경되었으니 확인하세요.,공사 때문에 버스 노선이 변경되었으니 확인하세요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,7,観光案内,"시티투어 버스는 A, B 두 가지 노선이 있어요.","시티투어 버스는 A, B 두 가지 노선이 있어요.",,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,8,アプリを探しています,지하철 앱에서 노선을 검색하면 환승 정보도 알 수 있어요.,지하철 앱에서 노선을 검색하면 환승 정보도 알 수 있어요.,,same_as_korean,11
3,노선,ルート; （交通サービスの）路線,examples.tl,9,旅行レビュー,해안도로를 따라가는 버스 노선이 경치가 정말 아름다웠어요.,해안도로를 따라가는 버스 노선이 경치가 정말 아름다웠어요.,,same_as_korean,11
3,눈보라,吹雪、吹雪,example_tl,,冬の天気,갑작스러운 눈보라로 도로가 통제되었다.,갑작스러운 눈보라로 도로가 통제되었다.,,same_as_korean,11
