level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,3,天気予報,오늘 미세먼지 농도가 '나쁨' 수준이므로 야외 활동을 자제하세요.,오늘 미세먼지 농도가 '나쁨' 수준이므로 야외 활동을 자제하세요.,,same_as_korean,11
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,4,環境ニュース,중국발 황사와 미세먼지가 한반도로 유입되고 있다.,중국발 황사와 미세먼지가 한반도로 유입되고 있다.,,same_as_korean,11
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,5,学校教育,미세먼지 농도가 높을 때는 학교에서 야외 체육 수업을 실내로 변경한다.,미세먼지 농도가 높을 때는 학교에서 야외 체육 수업을 실내로 변경한다.,,same_as_korean,11
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,6,科学の説明,초미세먼지는 지름이 2.5마이크로미터 이하의 매우 작은 입자이다.,초미세먼지는 지름이 2.5마이크로미터 이하의 매우 작은 입자이다.,,same_as_korean,11
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,7,政府の対抗策,정부는 미세먼지 저감을 위해 노후 경유차 운행을 제한하고 있다.,정부는 미세먼지 저감을 위해 노후 경유차 운행을 제한하고 있다.,,same_as_korean,11
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,8,家族の健康,미세먼지가 심한 날에는 창문을 닫고 공기청정기를 가동하는 것이 좋다.,미세먼지가 심한 날에는 창문을 닫고 공기청정기를 가동하는 것이 좋다.,,same_as_korean,11
4,미세먼지,微粉塵・微粒子状物質（PM2.5）,examples.tl,9,子どもたちの健康,미세먼지는 성장 중인 어린이의 폐 발달에 악영향을 미칠 수 있다.,미세먼지는 성장 중인 어린이의 폐 발달에 악영향을 미칠 수 있다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,example_tl,,講演・講演,민족의 정체성을 지키는 것이 중요하다.,민족의 정체성을 지키는 것이 중요하다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,1,講演・講演,민족의 정체성을 지키는 것이 중요하다.,민족의 정체성을 지키는 것이 중요하다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,10,研究,다민족 사회에서 민족 정체성을 어떻게 유지할지 연구 중이다.,다민족 사회에서 민족 정체성을 어떻게 유지할지 연구 중이다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,2,歴史の授業,한민족은 수천 년의 역사를 가지고 있다.,한민족은 수천 년의 역사를 가지고 있다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,3,ディスカッション,민족 문화의 보존과 세계화의 균형이 필요하다.,민족 문화의 보존과 세계화의 균형이 필요하다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,4,記念式典,민족의 아픔을 기억하고 미래를 향해 나아가야 한다.,민족의 아픔을 기억하고 미래를 향해 나아가야 한다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,5,ニュース,세계 각지에 흩어진 한민족이 모이는 축제가 열렸다.,세계 각지에 흩어진 한민족이 모이는 축제가 열렸다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,6,教科書,민족의식이 독립운동의 원동력이 되었다.,민족의식이 독립운동의 원동력이 되었다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,7,読書,이 소설은 민족의 수난을 서사적으로 그려낸다.,이 소설은 민족의 수난을 서사적으로 그려낸다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,8,インタビュー,재외동포들도 민족의 일원임을 잊지 말아야 한다.,재외동포들도 민족의 일원임을 잊지 말아야 한다.,,same_as_korean,11
4,민족,国家。民族グループ。人々,examples.tl,9,スピーチ,우리 민족은 오랜 역사를 통해 강인한 정신을 키워 왔다.,우리 민족은 오랜 역사를 통해 강인한 정신을 키워 왔다.,,same_as_korean,11
4,민주주의,民主主義,example_tl,,市民教育,민주주의는 국민이 주권을 갖고 스스로 통치하는 정치 제도이다.,민주주의는 국민이 주권을 갖고 스스로 통치하는 정치 제도이다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,1,市民教育,민주주의는 국민이 주권을 갖고 스스로 통치하는 정치 제도이다.,민주주의는 국민이 주권을 갖고 스스로 통치하는 정치 제도이다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,10,市民参加,진정한 민주주의 사회에서는 모든 시민이 동등하게 권리를 누릴 수 있어야 한다.,진정한 민주주의 사회에서는 모든 시민이 동등하게 권리를 누릴 수 있어야 한다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,2,歴史講座,한국의 민주주의는 시민들의 끊임없는 투쟁과 희생을 통해 이루어졌다.,한국의 민주주의는 시민들의 끊임없는 투쟁과 희생을 통해 이루어졌다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,3,政治的議論,언론의 자유와 표현의 자유는 민주주의의 근간이 되는 핵심 가치이다.,언론의 자유와 표현의 자유는 민주주의의 근간이 되는 핵심 가치이다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,4,比較政治学,민주주의를 지키려면 시민들이 정치에 관심을 갖고 적극 참여해야 한다.,민주주의를 지키려면 시민들이 정치에 관심을 갖고 적극 참여해야 한다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,5,学校教育,민주주의의 기본 원칙인 다수결은 반드시 소수의 의견을 존중하는 것과 함께 이루어져야 한다.,민주주의의 기본 원칙인 다수결은 반드시 소수의 의견을 존중하는 것과 함께 이루어져야 한다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,6,国際政治,일부 국가에서는 권위주의가 강화되면서 민주주의가 후퇴하고 있다.,일부 국가에서는 권위주의가 강화되면서 민주주의가 후퇴하고 있다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,7,社会運動,부패와 불평등은 민주주의를 위협하는 가장 큰 요인 중 하나이다.,부패와 불평등은 민주주의를 위협하는 가장 큰 요인 중 하나이다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,8,ジャーナリズム講義,독립적이고 자유로운 언론은 민주주의가 건강하게 유지되기 위한 필수 조건이다.,독립적이고 자유로운 언론은 민주주의가 건강하게 유지되기 위한 필수 조건이다.,,same_as_korean,11
4,민주주의,民主主義,examples.tl,9,政治セミナー,민주주의는 완성된 제도가 아니라 끊임없이 발전시켜 나가야 할 과정이다.,민주주의는 완성된 제도가 아니라 끊임없이 발전시켜 나가야 할 과정이다.,,same_as_korean,11
4,민주화,民主化,example_tl,,역사를 이야기할 때,1980년대 한국의 민주화 운동은 큰 의미가 있어요.,1980년대 한국의 민주화 운동은 큰 의미가 있어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,1,역사를 이야기할 때,1980년대 한국의 민주화 운동은 큰 의미가 있어요.,1980년대 한국의 민주화 운동은 큰 의미가 있어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,10,현재 과제를 논의할 때,형식적 민주화를 넘어 실질적 민주주의가 필요해요.,형식적 민주화를 넘어 실질적 민주주의가 필요해요.,,same_as_korean,11
4,민주화,民主化,examples.tl,2,정치 체제를 논의할 때,민주화 이후 국민이 직접 대통령을 선출하게 됐어요.,민주화 이후 국민이 직접 대통령을 선출하게 됐어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,3,시민운동을 이야기할 때,민주화를 위해 많은 시민들이 거리로 나섰어요.,민주화를 위해 많은 시민들이 거리로 나섰어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,4,개발도상국을 논의할 때,민주화가 경제 발전을 이끄는지에 대한 논쟁이 있어요.,민주화가 경제 발전을 이끄는지에 대한 논쟁이 있어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,5,언론 자유를 이야기할 때,민주화와 함께 언론의 자유도 크게 신장됐어요.,민주화와 함께 언론의 자유도 크게 신장됐어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,6,교육과 연결할 때,민주화 교육을 통해 시민의식이 높아지고 있어요.,민주화 교육을 통해 시민의식이 높아지고 있어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,7,국제 사회를 논의할 때,국제 사회는 권위주의 국가의 민주화를 지지해요.,국제 사회는 권위주의 국가의 민주화를 지지해요.,,same_as_korean,11
4,민주화,民主化,examples.tl,8,인권을 이야기할 때,민주화는 기본적인 인권 보장과 밀접하게 연결돼 있어요.,민주화는 기본적인 인권 보장과 밀접하게 연결돼 있어요.,,same_as_korean,11
4,민주화,民主化,examples.tl,9,사회 변화를 분석할 때,민주화 이후 시민 사회가 더욱 활성화됐어요.,민주화 이후 시민 사회가 더욱 활성화됐어요.,,same_as_korean,11
4,반응,反応;応答,example_tl,,化学,산과 염기가 만나면 중화 반응이 일어난다.,산과 염기가 만나면 중화 반응이 일어난다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,1,化学,산과 염기가 만나면 중화 반응이 일어난다.,산과 염기가 만나면 중화 반응이 일어난다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,10,免疫学,바이러스 감염에 대한 면역 반응이 발열을 일으킨다.,바이러스 감염에 대한 면역 반응이 발열을 일으킨다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,2,生物学,알레르기는 면역 체계의 과도한 반응이다.,알레르기는 면역 체계의 과도한 반응이다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,3,物理学,핵분열 반응에서 엄청난 에너지가 방출된다.,핵분열 반응에서 엄청난 에너지가 방출된다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,4,医学,약물 반응을 모니터링하는 것이 중요하다.,약물 반응을 모니터링하는 것이 중요하다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,5,環境,광화학 반응으로 대기 오염이 심화될 수 있다.,광화학 반응으로 대기 오염이 심화될 수 있다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,6,生化学,효소는 생체 내 화학 반응을 촉진한다.,효소는 생체 내 화학 반응을 촉진한다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,7,神経科学,뇌의 반응 속도는 사람마다 다르다.,뇌의 반응 속도는 사람마다 다르다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,8,核物理学,핵융합 반응은 태양에서 에너지가 생성되는 원리다.,핵융합 반응은 태양에서 에너지가 생성되는 원리다.,,same_as_korean,11
4,반응,反応;応答,examples.tl,9,材料,금속의 산화 반응을 방지하기 위해 코팅 처리를 한다.,금속의 산화 반응을 방지하기 위해 코팅 처리를 한다.,,same_as_korean,11
4,발견,発見。見つける,example_tl,,天文学,새로운 행성의 발견은 과학계를 흥분시켰다.,새로운 행성의 발견은 과학계를 흥분시켰다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,1,天文学,새로운 행성의 발견은 과학계를 흥분시켰다.,새로운 행성의 발견은 과학계를 흥분시켰다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,10,物理化学,방사능의 발견은 원자력 기술의 시작이었다.,방사능의 발견은 원자력 기술의 시작이었다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,2,医学,페니실린의 발견은 현대 의학의 혁명이었다.,페니실린의 발견은 현대 의학의 혁명이었다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,3,考古学,이집트에서 고대 무덤의 발견이 보고되었다.,이집트에서 고대 무덤의 발견이 보고되었다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,4,物理学,중력파의 발견으로 새로운 우주 관측이 가능해졌다.,중력파의 발견으로 새로운 우주 관측이 가능해졌다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,5,生物学,과학자들이 아마존에서 신종 동물을 발견했다.,과학자들이 아마존에서 신종 동물을 발견했다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,6,化学,멘델레예프는 주기율표를 통해 미지의 원소를 발견했다.,멘델레예프는 주기율표를 통해 미지의 원소를 발견했다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,7,地質学,지층 조사에서 새로운 화석이 발견되었다.,지층 조사에서 새로운 화석이 발견되었다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,8,遺伝学,유전자 연구에서 중요한 돌연변이가 발견되었다.,유전자 연구에서 중요한 돌연변이가 발견되었다.,,same_as_korean,11
4,발견,発見。見つける,examples.tl,9,探検,심해 탐사선이 알려지지 않은 생태계를 발견했다.,심해 탐사선이 알려지지 않은 생태계를 발견했다.,,same_as_korean,11
4,발굴,発掘;発掘する,example_tl,,考古学,고고학자들이 백제 시대 유적지를 발굴하고 있다.,고고학자들이 백제 시대 유적지를 발굴하고 있다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,1,考古学,고고학자들이 백제 시대 유적지를 발굴하고 있다.,고고학자들이 백제 시대 유적지를 발굴하고 있다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,10,歴史研究,새로운 발굴 결과가 역사를 다시 쓰게 만들었다.,새로운 발굴 결과가 역사를 다시 쓰게 만들었다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,2,ニュース,발굴 작업 중에 귀한 유물이 발견되었다.,발굴 작업 중에 귀한 유물이 발견되었다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,3,研究,발굴된 유물들은 정밀 분석을 위해 연구소로 옮겨졌다.,발굴된 유물들은 정밀 분석을 위해 연구소로 옮겨졌다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,4,許可・認可,문화재 발굴은 정부의 허가를 받아야 한다.,문화재 발굴은 정부의 허가를 받아야 한다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,5,建設工事,건설 공사 중 우연히 고려 시대 유물이 발굴되었다.,건설 공사 중 우연히 고려 시대 유물이 발굴되었다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,6,レポート,발굴 보고서에 따르면 이 지역은 고대 집터였다.,발굴 보고서에 따르면 이 지역은 고대 집터였다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,7,教育,학생들이 직접 발굴 체험을 해 볼 수 있는 프로그램이 있다.,학생들이 직접 발굴 체험을 해 볼 수 있는 프로그램이 있다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,8,テレビ番組,발굴 현장을 보여 주는 다큐멘터리가 방영되었다.,발굴 현장을 보여 주는 다큐멘터리가 방영되었다.,,same_as_korean,11
4,발굴,発掘;発掘する,examples.tl,9,資金・資本金,발굴 비용을 지원하기 위한 예산이 배정되었다.,발굴 비용을 지원하기 위한 예산이 배정되었다.,,same_as_korean,11
4,발음,発音,example_tl,,語学学習,외국어를 배울 때 정확한 발음을 익히는 것이 의사소통의 기본입니다.,외국어를 배울 때 정확한 발음을 익히는 것이 의사소통의 기본입니다.,,same_as_korean,11
4,발음,発音,examples.tl,1,語学学習,외국어를 배울 때 정확한 발음을 익히는 것이 의사소통의 기본입니다.,외국어를 배울 때 정확한 발음을 익히는 것이 의사소통의 기본입니다.,,same_as_korean,11
4,발음,発音,examples.tl,10,ニュースアンカリング,아나운서는 정확한 발음과 명확한 전달을 위해 끊임없이 훈련합니다.,아나운서는 정확한 발음과 명확한 전달을 위해 끊임없이 훈련합니다.,,same_as_korean,11
4,발음,発音,examples.tl,2,プレゼンテーションクラス,발표할 때 발음이 불명확하면 청중이 내용을 이해하기 어렵습니다.,발표할 때 발음이 불명확하면 청중이 내용을 이해하기 어렵습니다.,,same_as_korean,11
4,발음,発音,examples.tl,3,韓国語教育,한국어의 발음 규칙 중 연음 현상은 외국인 학습자들이 어려워하는 부분입니다.,한국어의 발음 규칙 중 연음 현상은 외국인 학습자들이 어려워하는 부분입니다.,,same_as_korean,11
4,발음,発音,examples.tl,4,語学能力試験,듣기 시험에서 비슷한 발음의 단어를 구별하는 것이 관건입니다.,듣기 시험에서 비슷한 발음의 단어를 구별하는 것이 관건입니다.,,same_as_korean,11
4,발음,発音,examples.tl,5,辞書の使用,사전에는 각 단어의 표준 발음이 국제 음성 기호로 표기되어 있습니다.,사전에는 각 단어의 표준 발음이 국제 음성 기호로 표기되어 있습니다.,,same_as_korean,11
4,발음,発音,examples.tl,6,発音矯正,그는 발음 교정 수업을 받으며 명확하게 말하는 연습을 했습니다.,그는 발음 교정 수업을 받으며 명확하게 말하는 연습을 했습니다.,,same_as_korean,11
4,발음,発音,examples.tl,7,方言研究,지역마다 발음이 달라 같은 단어도 다르게 들릴 수 있습니다.,지역마다 발음이 달라 같은 단어도 다르게 들릴 수 있습니다.,,same_as_korean,11
4,발음,発音,examples.tl,8,読書教育,소리 내어 읽기는 발음 실력과 독해력을 함께 향상시킵니다.,소리 내어 읽기는 발음 실력과 독해력을 함께 향상시킵니다.,,same_as_korean,11
4,발음,発音,examples.tl,9,言語習得,어린 시절에 익힌 모국어 발음은 평생 영향을 미칩니다.,어린 시절에 익힌 모국어 발음은 평생 영향을 미칩니다.,,same_as_korean,11
4,발전,開発。進歩,example_tl,,科学の歴史,인터넷의 발전은 정보화 사회를 가져왔다.,인터넷의 발전은 정보화 사회를 가져왔다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,1,科学の歴史,인터넷의 발전은 정보화 사회를 가져왔다.,인터넷의 발전은 정보화 사회를 가져왔다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,10,電気通信,5G 기술의 발전으로 초고속 통신이 가능해졌다.,5G 기술의 발전으로 초고속 통신이 가능해졌다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,2,医学,의학 기술의 발전으로 평균 수명이 크게 늘었다.,의학 기술의 발전으로 평균 수명이 크게 늘었다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,3,エネルギー,태양광 발전 기술이 빠르게 발전하고 있다.,태양광 발전 기술이 빠르게 발전하고 있다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,4,宇宙技術,로켓 기술의 발전이 우주 탐사를 가능하게 했다.,로켓 기술의 발전이 우주 탐사를 가능하게 했다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,5,コンピュータ,반도체 기술의 발전이 스마트폰을 만들어냈다.,반도체 기술의 발전이 스마트폰을 만들어냈다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,6,環境,재생에너지 발전 비율이 매년 증가하고 있다.,재생에너지 발전 비율이 매년 증가하고 있다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,7,バイオテクノロジー,유전자 기술의 발전으로 불치병 치료 가능성이 열렸다.,유전자 기술의 발전으로 불치병 치료 가능성이 열렸다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,8,交通機関,자율 주행 기술의 발전이 교통 사고를 줄일 것이다.,자율 주행 기술의 발전이 교통 사고를 줄일 것이다.,,same_as_korean,11
4,발전,開発。進歩,examples.tl,9,材料工学,신소재 개발의 발전은 다양한 산업에 영향을 미쳤다.,신소재 개발의 발전은 다양한 산업에 영향을 미쳤다.,,same_as_korean,11
4,방송,放送;放送;放送する,example_tl,,テレビ放送を見る,그 드라마는 방송 시작 첫 날부터 높은 시청률을 기록했다.,그 드라마는 방송 시작 첫 날부터 높은 시청률을 기록했다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,1,テレビ放送を見る,그 드라마는 방송 시작 첫 날부터 높은 시청률을 기록했다.,그 드라마는 방송 시작 첫 날부터 높은 시청률을 기록했다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,10,放送技術開発,"HD, 4K 등 방송 기술의 발전으로 화질이 크게 향상되었다.","HD, 4K 등 방송 기술의 발전으로 화질이 크게 향상되었다.",,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,2,放送局ツアー,학생들이 방송국을 견학하며 방송 제작 과정을 배웠다.,학생들이 방송국을 견학하며 방송 제작 과정을 배웠다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,3,公共放送の役割,공공 방송은 공익적 역할을 수행해야 할 의무가 있다.,공공 방송은 공익적 역할을 수행해야 할 의무가 있다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,4,放送禁止,그 노래는 가사 문제로 방송 금지 처분을 받았다.,그 노래는 가사 문제로 방송 금지 처분을 받았다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,5,ラジオ放送,출퇴근 시간에는 라디오 방송을 즐겨 듣는 사람이 많다.,출퇴근 시간에는 라디오 방송을 즐겨 듣는 사람이 많다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,6,放送スケジュール,방송 편성표를 보고 오늘 볼 프로그램을 미리 정해 두었다.,방송 편성표를 보고 오늘 볼 프로그램을 미리 정해 두었다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,7,衛星放送,위성 방송 덕분에 해외에서도 한국 방송을 볼 수 있다.,위성 방송 덕분에 해외에서도 한국 방송을 볼 수 있다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,8,放送事故,생방송 중 예상치 못한 방송 사고가 발생했다.,생방송 중 예상치 못한 방송 사고가 발생했다.,,same_as_korean,11
4,방송,放送;放送;放送する,examples.tl,9,放送レビュー,방송통신위원회는 불량 방송 콘텐츠를 심의하는 역할을 한다.,방송통신위원회는 불량 방송 콘텐츠를 심의하는 역할을 한다.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,example_tl,,미디어 환경을 이야기할 때,방송매체가 여론 형성에 큰 영향을 미쳐요.,방송매체가 여론 형성에 큰 영향을 미쳐요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,1,미디어 환경을 이야기할 때,방송매체가 여론 형성에 큰 영향을 미쳐요.,방송매체가 여론 형성에 큰 영향을 미쳐요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,10,OTT를 야기할 때,OTT 서비스의 성장으로 전통 방송매체가 위기를 맞고 있어요.,OTT 서비스의 성장으로 전통 방송매체가 위기를 맞고 있어요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,2,TV 를 야기할 때,공중파 방송매체는 여전히 많은 사람들이 이용해요.,공중파 방송매체는 여전히 많은 사람들이 이용해요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,3,규제를 이야기할 때,방송매체는 공정성 원칙을 준수해야 해요.,방송매체는 공정성 원칙을 준수해야 해요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,4,디지털 전환을 논의할 때,방송매체도 디지털 플랫폼으로 전환하고 있어요.,방송매체도 디지털 플랫폼으로 전환하고 있어요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,5,광고를 야기할 때,방송매체 광고 시장이 디지털 광고에 밀리고 있어요.,방송매체 광고 시장이 디지털 광고에 밀리고 있어요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,6,공영 방송을 이야기할 때,공영 방송매체는 공익을 위한 프로그램을 제공해야 해요.,공영 방송매체는 공익을 위한 프로그램을 제공해야 해요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,7,미디어 리터러시를 논의할 때,방송매체 정보를 비판적으로 받아들이는 능력이 필요해요.,방송매체 정보를 비판적으로 받아들이는 능력이 필요해요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,8,언론 자유를 이야기할 때,방송매체의 독립성이 민주주의의 초석이에요.,방송매체의 독립성이 민주주의의 초석이에요.,,same_as_korean,11
4,방송매체,放送メディア、放送メディア,examples.tl,9,글로벌 경쟁을 이야기할 때,한류 콘텐츠가 글로벌 방송매체에서 큰 인기를 끌고 있어요.,한류 콘텐츠가 글로벌 방송매체에서 큰 인기를 끌고 있어요.,,same_as_korean,11
4,번역,翻訳,example_tl,,出版作品,좋은 번역은 원작의 의미뿐 아니라 감성까지 전달해야 합니다.,좋은 번역은 원작의 의미뿐 아니라 감성까지 전달해야 합니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,1,出版作品,좋은 번역은 원작의 의미뿐 아니라 감성까지 전달해야 합니다.,좋은 번역은 원작의 의미뿐 아니라 감성까지 전달해야 합니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,10,グローバルコミュニケーション,정확한 번역은 국가 간의 오해를 줄이고 협력을 증진시킵니다.,정확한 번역은 국가 간의 오해를 줄이고 협력을 증진시킵니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,2,語学学習,번역 연습은 두 언어의 구조적 차이를 이해하는 데 도움이 됩니다.,번역 연습은 두 언어의 구조적 차이를 이해하는 데 도움이 됩니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,3,国際会議,동시 번역사는 빠른 속도로 말을 다른 언어로 옮겨야 합니다.,동시 번역사는 빠른 속도로 말을 다른 언어로 옮겨야 합니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,4,文芸翻訳,시의 번역은 의미와 운율을 함께 살려야 하기 때문에 특히 어렵습니다.,시의 번역은 의미와 운율을 함께 살려야 하기 때문에 특히 어렵습니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,5,技術文書,기술 문서의 번역에는 전문 용어에 대한 깊은 이해가 필요합니다.,기술 문서의 번역에는 전문 용어에 대한 깊은 이해가 필요합니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,6,映画の字幕,영화 자막 번역에서는 대화의 자연스러움이 중요합니다.,영화 자막 번역에서는 대화의 자연스러움이 중요합니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,7,翻訳ツール,기계 번역은 빠르지만 문화적 뉘앙스를 완전히 살리기는 어렵습니다.,기계 번역은 빠르지만 문화적 뉘앙스를 완전히 살리기는 어렵습니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,8,韓国語教室,고전 문학을 현대어로 번역하면 더 쉽게 이해할 수 있습니다.,고전 문학을 현대어로 번역하면 더 쉽게 이해할 수 있습니다.,,same_as_korean,11
4,번역,翻訳,examples.tl,9,翻訳者の経歴,번역가는 두 언어에 능통할 뿐 아니라 두 문화도 깊이 이해해야 합니다.,번역가는 두 언어에 능통할 뿐 아니라 두 문화도 깊이 이해해야 합니다.,,same_as_korean,11
4,법안,法案 / 法案,example_tl,,議会だより,논란이 많았던 노동법 개정 법안이 국회를 통과했다.,논란이 많았던 노동법 개정 법안이 국회를 통과했다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,1,議会だより,논란이 많았던 노동법 개정 법안이 국회를 통과했다.,논란이 많았던 노동법 개정 법안이 국회를 통과했다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,10,市民討論,이 법안이 통과되면 소상공인들의 부담이 크게 줄어들 것이다.,이 법안이 통과되면 소상공인들의 부담이 크게 줄어들 것이다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,2,政治的議論,야당은 정부가 제출한 법안에 대해 강력히 반발하고 있다.,야당은 정부가 제출한 법안에 대해 강력히 반발하고 있다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,3,立法プロセス,법안이 국회를 통과하려면 재적 의원 과반수의 동의가 필요하다.,법안이 국회를 통과하려면 재적 의원 과반수의 동의가 필요하다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,4,市民講座,어떤 법안이든 공포 후 시행까지는 일정 기간이 필요하다.,어떤 법안이든 공포 후 시행까지는 일정 기간이 필요하다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,5,メディア分析,이 법안은 개인 정보 보호를 한층 강화하는 내용을 담고 있다.,이 법안은 개인 정보 보호를 한층 강화하는 내용을 담고 있다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,6,国会質問,여야가 합의점을 찾지 못해 법안 처리가 계속 지연되고 있다.,여야가 합의점을 찾지 못해 법안 처리가 계속 지연되고 있다.,,same_as_korean,11
4,법안,法案 / 法案,examples.tl,7,政策セミナー,환경 단체들은 탄소세 도입을 위한 법안 통과를 촉구하고 있다.,환경 단체들은 탄소세 도입을 위한 법안 통과를 촉구하고 있다.,,same_as_korean,11
